0.1,0.5,0.9
3.9600036,4.337045,4.811739
3.8723524,4.2347026,4.6690702
3.7993057,4.1658216,4.589756
3.72295,4.096336,4.5221934
3.6531942,4.0340905,4.4673467
3.5986028,3.9883049,4.431345
3.5621362,3.9619253,4.4159975
3.5432892,3.953765,4.419809
3.540017,3.9609656,4.4397545
3.5496242,3.9801562,4.4721804
3.5691495,4.007883,4.5132365
3.595582,4.0408144,4.559142
3.6260142,4.0758705,4.6063805
3.657755,4.1103234,4.651834
3.6884217,4.141871,4.6928873
3.7160125,4.168694,4.7274966
3.7389657,4.189492,4.7542334
3.7561994,4.203501,4.772298
3.7671275,4.210483,4.7815037
3.77165,4.2106895,4.7822323
3.7701144,4.204805,4.775362
3.7632508,4.19386,4.762174
3.7520885,4.179133,4.7442384
3.7378528,4.1620345,4.723289
3.7378528,4.1620345,4.723289
