0.1,0.5,0.9
4.0750623,4.4738245,4.9148436
3.9244835,4.2880335,4.6620827
3.83594,4.1812177,4.520722
3.8079233,4.154835,4.4846215
3.8334126,4.1952524,4.529719
3.9065604,4.2901587,4.636488
4.0225773,4.430253,4.791417
4.1751966,4.6062083,4.9830494
4.3544617,4.805778,5.1982894
4.5459104,5.0127406,5.4207053
4.731903,5.208398,5.631469
4.8951516,5.3753333,5.8127365
5.022747,5.501423,5.951599
5.1081614,5.581519,6.042038
5.1505017,5.6162343,6.084087
5.152376,5.6094337,6.0815234
5.1179543,5.566172,6.039722
5.0518737,5.491652,5.9644055
4.958899,5.391007,5.8612394
4.844028,5.269506,5.7359266
4.712783,5.132906,5.5945253
4.5715084,4.987765,5.4437823
4.427519,4.841568,5.291326
4.2889414,4.7025404,5.1455636
